"e_publish_date","closing_date","opening_date","tender_id","tender_url","org_name","corri_gen","emd"
"18-Jul-2023 02:00 PM","09-Aug-2023 11:00 AM","09-Aug-2023 11:30 AM","/IIT/E/EM/2023-24/Qtn./13/2023_DoHE_719514_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTAzMzI=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxMg==A13h1SUlUL0UvRU0vMjAyMy0yNC9RdG4uLzEzA13h1MjAyM19Eb0hFXzcxOTUxNF8x","Department of Higher Education","--","None"
"18-Jul-2023 02:00 PM","12-Sep-2023 05:00 PM","12-Sep-2023 06:00 PM","/RFI_VRSIM_DAS_18JUL23/2023_IAF_719521_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0NDU=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxMg==A13h1UkZJX1ZSU0lNX0RBU18xOEpVTDIzA13h1MjAyM19JQUZfNzE5NTIxXzE=","Indian Air Force","--","None"
"18-Jul-2023 02:00 PM","25-Jul-2023 03:00 PM","25-Jul-2023 03:30 PM","/02/NIT/CE-cum-ED/BGPZ/2023-24/47931","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA1MzU=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxMg==A13h1MDIvTklUL0NFLWN1bS1FRC9CR1BaLzIwMjMtMjQ=A13h1NDc5MzE=","Central Public Works Department (CPWD)","--","None"
"18-Jul-2023 02:00 PM","25-Jul-2023 03:00 PM","25-Jul-2023 03:30 PM","/40/EE-E/AE-E/GESD-III/2023-24/47934","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA1MzY=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxMg==A13h1NDAvRUUtRS9BRS1FL0dFU0QtSUlJLzIwMjMtMjQ=A13h1NDc5MzQ=","Central Public Works Department (CPWD)","--","None"
"18-Jul-2023 02:00 PM","09-Aug-2023 03:00 PM","10-Aug-2023 03:00 PM","/VSP/WRM/RFx No/2600008408/2023_RINL_719534_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA1MjM=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxMg==A13h1VlNQL1dSTS9SRnggTm8vMjYwMDAwODQwOA==A13h1MjAyM19SSU5MXzcxOTUzNF8x","Rashtriya Ispat Nigam Limited,Visakhapatnam","--","None"
"18-Jul-2023 02:00 PM","25-Jul-2023 04:00 PM","27-Jul-2023 04:00 PM","/NTPC/USSC-VDC/9900260796/2023_NTPC_77845_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0NTM=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxMg==A13h1TlRQQy9VU1NDLVZEQy85OTAwMjYwNzk2A13h1MjAyM19OVFBDXzc3ODQ1XzE=","NTPC Limited","--","None"
"18-Jul-2023 02:00 PM","31-Jul-2023 03:00 PM","01-Aug-2023 03:00 PM","/ACTREC/PUR/23-24/E-TENDER/28/2023_TMC_762376_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0ODU=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1QUNUUkVDL1BVUi8yMy0yNC9FLVRFTkRFUi8yOA==A13h1MjAyM19UTUNfNzYyMzc2XzE=","Tata Memorial Centre","--","None"
"18-Jul-2023 02:00 PM","07-Aug-2023 03:00 PM","08-Aug-2023 04:00 PM","/143/2022-23/RIMS/Imphal/2023_RIMS_762412_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0OTc=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1MTQzLzIwMjItMjMvUklNUy9JbXBoYWw=A13h1MjAyM19SSU1TXzc2MjQxMl8x","Regional Institute of Medical Sciences","--","None"
"18-Jul-2023 02:00 PM","25-Jul-2023 03:00 PM","25-Jul-2023 03:30 PM","/02/NIT/CE-cum-ED/BGPZ/2023-24/47931","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA1MzU=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1MDIvTklUL0NFLWN1bS1FRC9CR1BaLzIwMjMtMjQ=A13h1NDc5MzE=","Central Public Works Department (CPWD)","--","None"
"18-Jul-2023 02:00 PM","25-Jul-2023 09:05 AM","25-Jul-2023 09:10 AM","/PAG/DGLP AND ECHS/05/PLASTIC SURG/2023-24/2023_ARMY_609528_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTAzMjA=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1UEFHL0RHTFAgQU5EIEVDSFMvMDUvUExBU1RJQyBTVVJHLzIwMjMtMjQ=A13h1MjAyM19BUk1ZXzYwOTUyOF8x","IHQ of MoD (Army)-(OSCC)","--","None"
"18-Jul-2023 02:00 PM","08-Aug-2023 06:00 PM","09-Aug-2023 06:00 PM","/8590/E8/2023_MES_609448_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5ODk2Mzg=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1ODU5MC9FOA==A13h1MjAyM19NRVNfNjA5NDQ4XzE=","E-IN-C BRANCH - MILITARY ENGINEER SERVICES","--","None"
"18-Jul-2023 02:00 PM","26-Jul-2023 10:00 AM","27-Jul-2023 10:30 AM","/BCCL/KA-VI/TRPT/E-NIT/23-24/19/2023_BCCL_283844_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTAyOTU=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1QkNDTC9LQS1WSS9UUlBUL0UtTklULzIzLTI0LzE5A13h1MjAyM19CQ0NMXzI4Mzg0NF8x","Bharat Coking Coal Limited","--","None"
"18-Jul-2023 02:00 PM","02-Aug-2023 02:00 PM","03-Aug-2023 02:30 PM","/04097/2023-2024/E27833/2023_FACT_762353_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTAyNzM=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1MDQwOTcvMjAyMy0yMDI0L0UyNzgzMw==A13h1MjAyM19GQUNUXzc2MjM1M18x","The Fertilisers And Chemicals Travancore Ltd.","--","None"
"18-Jul-2023 02:00 PM","12-Sep-2023 05:00 PM","12-Sep-2023 06:00 PM","/RFI_VRSIM_DAS_18JUL23/2023_IAF_719521_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0NDU=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1UkZJX1ZSU0lNX0RBU18xOEpVTDIzA13h1MjAyM19JQUZfNzE5NTIxXzE=","Indian Air Force","--","None"
"18-Jul-2023 02:00 PM","27-Jul-2023 02:00 PM","28-Jul-2023 02:30 PM","/IITG/IPM/NIT/R/2023-24/1/2023_IITG_762304_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5ODk2MTY=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1SUlURy9JUE0vTklUL1IvMjAyMy0yNC8xA13h1MjAyM19JSVRHXzc2MjMwNF8x","Indian Institute of Technology Guwahati","--","None"
"18-Jul-2023 02:00 PM","01-Aug-2023 02:00 PM","02-Aug-2023 03:00 PM","/213102-00123-00-PE-REQ-001001/2023_REFHQ_168731_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0OTg=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNA==A13h1MjEzMTAyLTAwMTIzLTAwLVBFLVJFUS0wMDEwMDE=A13h1MjAyM19SRUZIUV8xNjg3MzFfMQ==","IndianOil","--","None"
"18-Jul-2023 02:00 PM","07-Aug-2023 03:00 PM","08-Aug-2023 04:00 PM","/143/2022-23/RIMS/Imphal/2023_RIMS_762412_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0OTc=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1MTQzLzIwMjItMjMvUklNUy9JbXBoYWw=A13h1MjAyM19SSU1TXzc2MjQxMl8x","Regional Institute of Medical Sciences","--","None"
"18-Jul-2023 02:00 PM","24-Jul-2023 11:00 AM","25-Jul-2023 11:30 AM","/KGuj Site/Stations/Unit-1 to 4/CMM/CMM/24813/2023_NPCIL_161317_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTAyNjk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1S0d1aiBTaXRlL1N0YXRpb25zL1VuaXQtMSB0byA0L0NNTS9DTU0vMjQ4MTM=A13h1MjAyM19OUENJTF8xNjEzMTdfMQ==","Nuclear Power Corporation Of India Limited","--","None"
"18-Jul-2023 02:00 PM","25-Jul-2023 02:00 PM","26-Jul-2023 03:00 PM","/MCD/TR/2559/2023_5_1_1/1/2023_MCD_161427_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0ODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1TUNEL1RSLzI1NTkvMjAyM181XzFfMS8xA13h1MjAyM19NQ0RfMTYxNDI3XzE=","Municipal Corporation of Delhi","--","None"
"18-Jul-2023 02:00 PM","08-Aug-2023 06:00 PM","09-Aug-2023 06:00 PM","/8590/E8/2023_MES_609448_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5ODk2Mzg=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1ODU5MC9FOA==A13h1MjAyM19NRVNfNjA5NDQ4XzE=","E-IN-C BRANCH - MILITARY ENGINEER SERVICES","--","None"
"18-Jul-2023 02:00 PM","01-Aug-2023 10:00 AM","02-Aug-2023 10:30 AM","/DRDL/2023/76P/23APS070/2023_DRDO_609518_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTAyODM=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1RFJETC8yMDIzLzc2UC8yM0FQUzA3MA==A13h1MjAyM19EUkRPXzYwOTUxOF8x","Department of Defence Research and Development","--","None"
"18-Jul-2023 02:00 PM","09-Aug-2023 03:00 PM","10-Aug-2023 03:00 PM","/VSP/WRM/RFx No/2600008408/2023_RINL_719534_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA1MjM=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1VlNQL1dSTS9SRnggTm8vMjYwMDAwODQwOA==A13h1MjAyM19SSU5MXzcxOTUzNF8x","Rashtriya Ispat Nigam Limited,Visakhapatnam","--","None"
"18-Jul-2023 02:00 PM","02-Aug-2023 02:00 PM","03-Aug-2023 02:30 PM","/04097/2023-2024/E27833/2023_FACT_762353_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTAyNzM=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1MDQwOTcvMjAyMy0yMDI0L0UyNzgzMw==A13h1MjAyM19GQUNUXzc2MjM1M18x","The Fertilisers And Chemicals Travancore Ltd.","--","None"
"18-Jul-2023 12:00 PM","15-Aug-2023 12:00 PM","16-Aug-2023 12:00 PM","/23BBLC001/2023_NAVY_609539_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTAzMzE=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTM0MA==A13h1MjNCQkxDMDAxA13h1MjAyM19OQVZZXzYwOTUzOV8x","IHQ of MOD (Navy)","--","None"
"18-Jul-2023 01:58 PM","25-Jul-2023 03:25 PM","25-Jul-2023 03:30 PM","/68/AE-E/ESD-I/KOL-II/CPWD/2023-24/47936","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA1MTg=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1NjgvQUUtRS9FU0QtSS9LT0wtSUkvQ1BXRC8yMDIzLTI0A13h1NDc5MzY=","Central Public Works Department (CPWD)","--","None"
"18-Jul-2023 01:56 PM","25-Jul-2023 03:00 PM","25-Jul-2023 03:30 PM","/04/AE/HYSDII/5/2023-24 - Recall 1/47930","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA1MTc=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1MDQvQUUvSFlTRElJLzUvMjAyMy0yNCAtIFJlY2FsbCAxA13h1NDc5MzA=","Central Public Works Department (CPWD)","--","None"
"18-Jul-2023 01:55 PM","14-Aug-2023 12:00 PM","16-Aug-2023 12:30 PM","/DVC/Ten/HQ/ESTHQ/CMM/WS/00129/2023_DVC_161364_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTAzNzU=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxNw==A13h1RFZDL1Rlbi9IUS9FU1RIUS9DTU0vV1MvMDAxMjk=A13h1MjAyM19EVkNfMTYxMzY0XzE=","Damodar Valley Corporation","--","None"
"18-Jul-2023 01:51 PM","21-Jul-2023 03:00 PM","21-Jul-2023 03:30 PM","/54(1)/EECUPK/2023/47937","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0NzE=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxOA==A13h1NTQoMSkvRUVDVVBLLzIwMjM=A13h1NDc5Mzc=","Central Public Works Department (CPWD)","--","None"
"18-Jul-2023 01:51 PM","25-Jul-2023 03:00 PM","25-Jul-2023 03:30 PM","/84/EE/15/AE-I/KCD-IV/CPWD/2023-24/47932","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA0NzI=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxOA==A13h1ODQvRUUvMTUvQUUtSS9LQ0QtSVYvQ1BXRC8yMDIzLTI0A13h1NDc5MzI=","Central Public Works Department (CPWD)","--","None"
"18-Jul-2023 01:45 PM","01-Aug-2023 05:00 PM","04-Aug-2023 04:00 PM","/WBPW_Rd/SE/NHC3/eNIB-7/23-24/2023_MoRTH_762403_1","https://eprocure.gov.in/cppp/tendersfullview/MTA5OTA1MDA=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1OGQ2NzAxYTMwZTJhNTIxMGNiNmEwM2EzNmNhYWZhODk=A13h1MTY4OTY2OTMxOA==A13h1V0JQV19SZC9TRS9OSEMzL2VOSUItNy8yMy0yNA==A13h1MjAyM19Nb1JUSF83NjI0MDNfMQ==","Ministry of Road Transport and Highways","--","None"
